movie_title,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,genres,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Selena ,37,127,16,399,565,35422828,Biography|Drama|Music,19126,1735,1,155,USA,PG,20000000,1997,441,6.7,2.35,0
Vampires Suck ,122,82,82,354,759,36658108,Comedy,39095,2898,7,187,USA,PG-13,20000000,2010,401,3.5,1.85,16000
Babel ,285,143,0,51,11000,34300771,Drama,243799,11248,3,908,France,R,25000000,2006,119,7.5,1.85,0
This Is Where I Leave You ,156,103,189,949,2000,34290142,Comedy|Drama,54242,4662,8,145,USA,R,19800000,2014,1000,6.6,2.35,14000
Doubt ,293,104,53,652,22000,33422556,Drama|Mystery,99236,33903,0,321,USA,PG-13,20000000,2008,11000,7.5,1.85,0
Team America: World Police ,233,98,406,406,860,32774834,Action|Comedy,136048,2609,5,700,USA,R,30000000,2004,523,7.2,2.35,0
Texas Chainsaw 3D ,282,92,34,322,383,34334256,Horror|Thriller,35131,1945,0,255,USA,R,11000000,2013,333,4.8,2.35,16000
Copycat ,57,123,36,631,10000,32051917,Crime|Drama|Mystery|Thriller,42315,12338,0,140,USA,R,20000000,1995,1000,6.6,2.35,0
Scary Movie 5 ,153,88,92,636,31000,32014289,Comedy,50337,34319,8,177,USA,PG-13,20000000,2013,881,3.5,1.85,13000
Paint Your Wagon ,20,158,32,417,16000,,Comedy|Drama|Musical|Romance|Western,9352,17775,3,106,USA,PG-13,20000000,1969,756,6.7,2.35,0
Milk ,324,128,835,755,11000,31838002,Biography|Drama|History,136673,13189,1,281,USA,R,20000000,2008,896,7.6,1.85,10000
Risen ,122,107,58,47,141,36874745,Action|Adventure|Drama|Mystery,12276,389,2,117,USA,PG-13,20000000,2016,76,6.3,2.35,21000
Ghost Ship ,156,91,17,78,534,30079316,Horror,75920,1083,0,474,USA,R,35000000,2002,385,5.5,1.85,0
A Very Harold & Kumar 3D Christmas ,161,90,12,587,786,35033759,Adventure|Comedy,55008,2462,4,93,USA,R,19000000,2011,651,6.3,2.35,21000
Wild Things ,69,115,39,254,13000,29753944,Crime|Drama|Mystery|Thriller,90677,14275,3,389,USA,R,20000000,1998,481,6.5,2.35,0
The Stepfather ,121,101,29,429,812,29062561,Crime|Thriller,23424,3292,0,119,USA,PG-13,,2009,533,5.6,2.35,0
The Debt ,258,113,108,22,1000,31146570,Drama|Thriller,55441,1136,3,165,USA,R,20000000,2010,100,6.9,2.35,0
High Fidelity ,174,113,350,619,1000,27277055,Comedy|Drama|Music|Romance,143137,3141,0,602,UK,R,20000000,2000,960,7.6,1.85,10000
One Missed Call ,141,87,2,270,741,26876529,Horror|Mystery,26624,1834,1,189,Japan,PG-13,27000000,2008,297,3.9,1.85,0
Eye for an Eye ,31,101,154,497,1000,53146000,Crime|Drama|Thriller,9845,3174,1,77,USA,R,20000000,1996,816,6.1,1.85,613
The Bank Job ,222,111,79,287,26000,30028592,Crime|Drama|Romance|Thriller,152247,27755,0,189,UK,R,20000000,2008,811,7.3,2.35,0
Eternal Sunshine of the Spotless Mind ,273,108,1000,1000,14000,34126138,Drama|Fantasy|Romance|Sci-Fi,666937,19364,1,1514,USA,R,20000000,2004,4000,8.3,1.85,52000
You Again ,91,105,99,518,2000,25677801,Comedy|Family|Romance,41273,4813,6,136,USA,PG,20000000,2010,938,5.8,2.35,0
Street Kings ,190,109,453,2000,18000,26415649,Action|Crime|Drama|Thriller,94892,33878,4,189,USA,R,20000000,2008,11000,6.8,2.35,0
The World's End ,427,109,1000,24,177,26003149,Action|Comedy|Sci-Fi,185587,278,6,401,UK,R,20000000,2013,55,7,2.35,49000
Nancy Drew ,93,99,26,650,720,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,15877,3327,5,102,USA,PG,20000000,2007,669,5.9,2.35,590
Daybreakers ,292,98,35,16,125,29975979,Action|Horror|Sci-Fi|Thriller,105797,189,0,281,Australia,R,20000000,2009,37,6.5,2.35,0
She's Out of My League ,180,104,14,756,2000,31584722,Comedy|Romance,101730,5707,1,131,USA,R,20000000,2010,934,6.4,2.35,0
Monte Carlo ,94,109,15,350,3000,23179303,Adventure|Comedy|Family|Romance,32951,4257,3,44,Hungary,PG,20000000,2011,775,5.8,1.85,6000
Stay Alive ,112,75,19,806,1000,23078294,Horror|Thriller,25870,3590,0,281,USA,PG-13,9000000,2006,934,5.1,2.35,0
Quigley Down Under ,20,119,23,748,25000,21413105,Action|Adventure|Drama|Romance|Western,15230,45841,1,97,Australia,PG-13,20000000,1990,19000,6.8,2.35,0
Alpha and Omega ,84,90,0,518,681,25077977,Adventure|Animation|Comedy|Family|Romance,10986,2486,0,84,USA,PG,20000000,2010,611,5.3,1.85,0
The Covenant ,120,97,212,637,960,23292105,Action|Fantasy|Horror|Thriller,39541,3261,0,334,USA,PG-13,20000000,2006,917,5.3,2.35,3000
Stick It ,90,103,31,733,12000,26870825,Comedy|Drama|Sport,22604,14903,3,124,Germany,PG-13,,2006,804,6.4,1.85,0
Shorts ,103,89,0,470,87000,20916309,Comedy|Family|Fantasy,5332,88422,4,37,USA,PG,40000000,2009,570,4.9,1.85,431
To Die For ,59,106,835,458,1000,21200000,Comedy|Crime|Drama,34774,3598,0,162,USA,R,20000000,1995,967,6.8,1.85,1000
Nerve ,86,96,24,374,646,28876924,Adventure|Crime|Mystery|Sci-Fi|Thriller,4303,1780,0,35,USA,PG-13,20000000,2016,441,7.1,,0
Appaloosa ,190,115,0,107,10000,20207003,Crime|Drama|Western,50198,10507,0,202,USA,R,,2008,311,6.8,2.35,0
Vampires ,114,104,0,877,2000,20241395,Action|Horror|Thriller,42664,5123,0,403,USA,R,20000000,1998,1000,6.1,2.35,0
Yu-Gi-Oh! Duel Monsters ,6,24,,,0,,Action|Adventure|Animation|Family|Fantasy,12417,0,0,51,Japan,,,,,7,,124
Psycho ,290,108,13000,285,606,32000000,Horror|Mystery|Thriller,422432,1885,2,1040,USA,R,806947,1960,332,8.5,1.85,18000
My Best Friend's Girl ,80,112,41,490,1000,19151864,Comedy|Romance,36983,3301,3,100,USA,R,40000000,2008,500,5.9,1.85,0
Endless Love ,98,104,19,942,15000,23393765,Drama|Romance,31323,18760,0,76,USA,PG-13,20000000,2014,989,6.3,2.35,0
Georgia Rule ,88,113,0,949,995,18882880,Comedy|Drama,20539,4039,3,125,USA,R,20000000,2007,975,5.9,2.35,681
Under the Rainbow ,13,98,15,281,691,8500000,Comedy,2061,1761,0,34,USA,PG,20000000,1981,374,5.4,1.78,501
Ladyhawke ,52,121,503,83,2000,,Adventure|Comedy|Drama|Fantasy,33597,2251,2,185,USA,PG-13,20000000,1985,92,7,2.35,0
Simon Birch ,60,114,160,271,1000,18252684,Comedy|Drama|Family,18366,1816,2,219,USA,PG,30000000,1998,367,6.9,1.85,0
Reign Over Me ,154,124,57,905,11000,19661987,Drama,83786,17050,2,231,USA,R,20000000,2007,3000,7.5,2.35,0
Into the Wild ,274,148,0,826,17000,18352454,Adventure|Biography|Drama,426359,18752,0,760,USA,R,15000000,2007,882,8.2,2.35,76000
School for Scoundrels ,110,108,480,579,970,17803796,Comedy,26100,4374,1,97,USA,PG-13,20000000,2006,931,5.9,2.35,484
Silent Hill: Revelation 3D ,173,95,83,206,991,17529157,Adventure|Drama|Horror|Mystery|Thriller,49888,2173,0,220,France,R,20000000,2012,494,5,2.35,25000
From Dusk Till Dawn ,165,108,0,844,16000,25753840,Crime|Fantasy|Horror,219091,23296,2,592,USA,R,19000000,1996,4000,7.3,1.85,12000
Pooh's Heffalump Movie ,45,68,0,253,304,18081626,Animation|Family|Fantasy|Mystery,4180,861,0,32,USA,G,20000000,2005,286,6.4,1.85,264
Home for the Holidays ,45,103,0,801,21000,17518220,Comedy|Drama|Romance,9105,25263,1,76,USA,PG-13,20000000,1995,1000,6.6,1.85,0
Kung Fu Hustle ,377,99,0,59,264,17104669,Action|Comedy|Crime|Fantasy,99353,537,1,354,Hong Kong,R,20000000,2004,62,7.8,2.35,0
Fired Up ,,30,,215,909,,Comedy,114,1557,2,6,USA,,,,417,6.7,1.33,4
The Country Bears ,43,88,0,939,3000,16988996,Comedy|Family|Music|Musical,3875,8189,1,75,USA,G,35000000,2002,968,4,1.85,422
The Kite Runner ,201,128,395,161,283,15797907,Drama,68119,904,0,230,USA,PG-13,20000000,2007,206,7.6,2.35,0
21 Grams ,192,124,0,430,6000,16248701,Drama,189683,7567,0,559,USA,R,20000000,2003,979,7.7,1.85,0
Paparazzi ,77,84,2,472,787,15712072,Action|Crime|Drama|Thriller,13210,2915,0,138,USA,PG-13,20000000,2004,555,5.8,2.35,269
Twilight ,350,122,308,10000,17000,191449475,Drama|Fantasy|Romance,348010,44061,1,1535,USA,PG-13,37000000,2008,12000,5.2,2.35,19000
A Guy Thing ,81,101,13,499,651,15408822,Comedy|Romance,14147,2698,3,92,USA,PG-13,20000000,2003,555,5.6,1.85,401
Loser ,81,98,143,153,302,15464026,Comedy|Romance,23076,1189,2,158,USA,PG-13,20000000,2000,216,5.3,1.85,1000
Capitalism: A Love Story ,222,105,909,173,1000,14359793,Crime|Documentary|News,35137,2327,0,188,USA,R,,2009,909,7.4,1.85,10000
The Greatest Story Ever Told ,27,225,126,202,940,8000000,Biography|Drama|History,6484,1934,6,100,USA,G,20000000,1965,208,6.6,2.76,1000
Secret in Their Eyes ,155,111,53,233,8000,,Crime|Drama|Mystery|Thriller,20186,9941,0,81,USA,PG-13,19500000,2015,963,6.2,2.35,0
Disaster Movie ,111,88,82,329,869,14174654,Comedy,74945,2857,0,359,USA,PG-13,25000000,2008,624,1.9,1.85,0
Armored ,107,88,190,163,137000,15988876,Action|Crime|Thriller,26236,137712,6,110,USA,PG-13,27000000,2009,459,5.7,2.35,0
The Man Who Knew Too Little ,34,94,36,507,13000,13801755,Action|Comedy|Crime|Thriller,23928,15183,1,100,USA,PG,20000000,1997,828,6.6,1.85,0
What's Your Number? ,151,117,20,783,11000,13987482,Comedy|Romance,58957,15713,1,91,USA,R,20000000,2011,904,6,1.85,0
Lockout ,289,95,4,80,788,14291570,Action|Adventure|Sci-Fi|Thriller,82082,1414,2,236,France,PG-13,20000000,2012,447,6.1,2.35,10000
Envy ,76,99,272,62,1000,12181484,Comedy,26390,1189,1,176,USA,PG-13,40000000,2004,87,4.8,1.85,713
Crank: High Voltage ,150,96,83,926,26000,13630226,Action|Crime|Sci-Fi|Thriller,112516,30541,0,223,USA,R,20000000,2009,968,6.2,1.85,0
Bullets Over Broadway ,67,98,11000,967,1000,13383737,Comedy|Crime,29385,4302,4,86,USA,R,20000000,1994,979,7.5,1.85,979
One Night with the King ,36,123,6,85,541,13391174,Biography|Drama|History,5796,908,0,177,USA,PG,20000000,2006,249,6.3,2.35,0
The Quiet American ,149,101,176,83,3000,12987647,Drama|Mystery|Romance|Thriller|War,24019,3431,2,199,UK,R,30000000,2002,268,7.1,2.35,983
The Weather Man ,156,102,563,385,12000,12469811,Comedy|Drama,69172,13156,1,316,USA,R,22000000,2005,442,6.6,1.85,0
Undisputed ,64,94,394,565,922,12398628,Action|Crime|Drama|Sport,21542,2880,2,88,USA,R,20000000,2002,855,6.1,2.35,977
Ghost Town ,210,102,192,31,346,13214030,Comedy|Drama|Fantasy|Romance,60516,500,3,147,USA,PG-13,20000000,2008,41,6.7,1.85,0
12 Rounds ,113,108,212,347,969,12232937,Action|Crime|Thriller,22823,2799,1,113,USA,PG-13,22000000,2009,794,5.6,2.35,0
Let Me In ,390,116,198,884,17000,12134420,Drama|Fantasy|Horror|Mystery,92237,20258,0,366,UK,R,20000000,2010,1000,7.2,2.35,25000
3 Ninjas Kick Back ,5,93,18,181,400,11784000,Action|Comedy|Family,6701,1151,0,26,USA,PG,20000000,1994,220,4.3,1.85,444
Be Kind Rewind ,248,102,1000,270,734,11169531,Comedy,79855,1778,2,235,UK,PG-13,20000000,2008,563,6.4,2.35,0
Mrs Henderson Presents ,137,103,350,99,5000,11034436,Comedy|Drama|Music|War,13505,5637,1,180,UK,R,20000000,2005,378,7.1,1.85,0
Triple 9 ,214,115,214,968,14000,12626905,Action|Crime|Drama|Thriller,32567,27214,3,106,USA,R,20000000,2016,12000,6.3,2.35,0
Deconstructing Harry ,104,96,11000,223,11000,10569071,Comedy,35586,11867,2,131,USA,R,20000000,1997,474,7.4,1.85,0
Three to Tango ,81,98,4,677,2000,10544143,Comedy|Romance,16372,4843,2,121,Australia,PG-13,20000000,1999,1000,6.1,1.37,311
Burnt ,175,101,53,580,14000,13650738,Comedy|Drama,61360,16926,1,129,USA,R,20000000,2015,1000,6.6,2.35,25000
We're No Angels ,20,106,277,383,22000,10555348,Comedy|Crime,17349,24887,0,42,USA,PG-13,20000000,1989,2000,6,2.35,855
Everyone Says I Love You ,69,101,11000,2,1000,9714482,Comedy|Musical|Romance,30083,1614,0,140,USA,R,20000000,1996,612,6.8,1.85,0
Death at a Funeral ,168,87,0,548,22000,8579684,Comedy,89547,24324,0,199,USA,R,9000000,2007,557,7.4,1.85,0
Death Sentence ,166,111,0,725,856,9525276,Action|Crime|Thriller,60156,3309,0,299,USA,R,20000000,2007,742,6.8,2.35,0
Everybody's Fine ,160,99,52,148,22000,8855646,Adventure|Drama,49855,23409,1,117,USA,PG-13,21000000,2009,1000,7.2,2.35,10000
Superbabies: Baby Geniuses 2 ,32,88,84,177,650,9109322,Comedy|Family|Sci-Fi,25371,1343,3,129,Germany,PG,20000000,2004,384,1.9,2.35,0
The Man ,72,83,10,69,688,8326035,Action|Comedy|Crime,21933,1019,2,76,Germany,PG-13,33000000,2005,99,5.5,1.85,676
Code Name: The Cleaner ,53,91,10,436,716,8104069,Action|Comedy|Crime,9785,2700,3,26,USA,PG-13,20000000,2007,537,4.5,1.85,233
Connie and Carla ,76,108,54,463,786,8054280,Comedy|Crime|Music,6838,2730,3,117,USA,PG-13,20000000,2004,567,6.3,1.85,924
Sweet Charity ,15,154,189,388,683,,Comedy|Drama|Music|Musical|Romance,3454,2172,0,64,USA,G,20000000,1969,641,7,2.35,548
Inherent Vice ,401,148,0,175,204,8093318,Comedy|Crime|Drama|Mystery|Romance,61935,707,0,242,USA,R,20000000,2014,178,6.7,1.85,18000
Doogal ,31,77,3,593,787,7382993,Adventure|Animation|Comedy|Family|Fantasy,3851,2185,0,114,USA,G,20000000,2006,690,2.8,1.85,346
Battle of the Year ,65,110,9,826,997,8888355,Drama|Music,7894,3177,19,25,USA,PG-13,20000000,2013,941,5,1.85,0
Perception ,26,42,,376,1000,,Crime|Drama|Mystery|Thriller,15612,2240,1,29,USA,TV-14,,,440,7.5,16,0
An American Carol ,45,83,119,633,885,7001720,Comedy|Fantasy,8560,2907,2,205,USA,PG-13,12000000,2008,816,4.3,2.35,797
Machete Kills ,260,107,0,99,2000,7268659,Action|Comedy|Crime|Thriller,59248,2848,7,164,Russia,R,20000000,2013,749,5.6,1.85,48000
Willard ,129,100,17,86,669,6852144,Drama|Horror|Sci-Fi|Thriller,15169,1267,0,213,Canada,PG-13,22000000,2003,429,6.2,2.35,0
Strange Wilderness ,58,87,29,522,1000,6563357,Adventure|Comedy,18571,4218,4,120,USA,R,20000000,2008,794,5.3,2.35,847
Topsy-Turvy ,103,154,608,149,1000,6201757,Biography|Comedy|Drama|History|Music|Musical,10037,1690,1,202,UK,R,10000000,1999,452,7.4,1.66,608
Little Boy ,45,106,38,975,1000,6420319,Drama|War,15978,5705,0,122,Mexico,PG-13,20000000,2015,1000,7.4,2.35,15000
A Dangerous Method ,345,99,0,691,13000,5702083,Biography|Drama|Thriller,80617,23755,3,190,UK,R,15000000,2011,10000,6.5,1.85,36000
A Scanner Darkly ,232,100,0,407,21000,5480996,Animation|Drama|Mystery|Sci-Fi|Thriller,89383,39507,0,293,USA,R,8700000,2006,18000,7.1,1.85,0
Chasing Mavericks ,116,116,150,956,18000,6002756,Biography|Drama|Sport,24997,21200,2,75,USA,PG,20000000,2012,1000,7.2,1.85,13000
Alone in the Dark ,148,94,892,81,310,5132655,Horror|Sci-Fi,37626,838,0,521,Canada,R,20000000,2005,294,2.3,2.35,1000
Bandslam ,79,111,650,181,690,5205343,Comedy|Drama|Family|Music|Romance,11958,1573,3,39,USA,PG,20000000,2009,224,6.4,2.35,1000
Birth ,167,100,143,430,829,5005883,Drama|Mystery|Romance|Thriller,29649,2295,1,361,USA,R,20000000,2004,681,6.1,1.85,0
A Most Violent Year ,350,125,78,745,1000,5749134,Action|Crime|Drama|Thriller,45799,3979,0,180,USA,R,20000000,2014,969,7,2.35,0
Passchendaele ,25,114,329,544,1000,,Drama|History|Romance|War,6904,3493,0,102,Canada,R,20000000,2008,912,6.5,2.35,971
Flash of Genius ,99,119,18,9,20,4234040,Biography|Drama,14301,64,0,45,USA,PG-13,20000000,2008,18,7,2.35,0
I'm Not There. ,231,135,162,228,23000,4001121,Biography|Drama|Music,48346,36398,0,230,USA,R,20000000,2007,13000,7,2.35,0
The Cold Light of Day ,119,93,19,619,15000,3749061,Action|Thriller,28629,30134,3,113,USA,PG-13,20000000,2012,13000,4.9,2.35,0
The Brothers Bloom ,182,114,0,446,975,3519627,Adventure|Comedy|Drama|Romance,41737,3014,4,105,USA,PG-13,20000000,2008,877,6.9,2.35,0
"Synecdoche, New York ",245,124,0,631,22000,3081925,Comedy|Drama|Romance,55842,24732,0,274,USA,R,21000000,2008,1000,7.5,2.35,13000
Princess Mononoke ,174,134,6000,745,893,2298191,Adventure|Animation|Fantasy,221552,2710,0,570,Japan,PG-13,2400000000,1997,851,8.4,1.85,11000
Bon voyage ,69,114,22,413,572,2353728,Comedy|Drama|Mystery|Romance|Thriller|War,4293,1776,5,53,France,PG-13,20000000,2003,548,6.9,2.35,235
Can't Stop the Music ,26,124,42,161,801,2000000,Biography|Comedy|Musical,2998,1462,0,74,USA,PG,20000000,1980,174,4.5,2.35,1000
The Proposition ,168,104,214,430,1000,1900725,Crime|Drama|Western,43205,2129,1,232,Australia,R,2000000,2005,509,7.4,2.35,0
Courage ,27,118,14,400,2000,2246000,Biography|Drama|Sport,2302,3384,4,20,USA,PG,20000000,2015,769,7,2.35,0
Marci X ,28,80,121,587,836,1646664,Comedy|Music,4518,2467,2,66,USA,R,20000000,2003,624,2.8,1.85,241
Equilibrium ,146,107,110,722,23000,1190018,Action|Drama|Sci-Fi|Thriller,261317,25088,2,1137,USA,R,20000000,2002,876,7.5,2.35,20000
The Children of Huang Shi ,67,125,55,2,991,1027749,Drama|War,8087,1003,4,33,Australia,R,40000000,2008,10,7.1,2.35,1000
The Yards ,93,115,115,977,9000,882710,Crime|Drama|Romance|Thriller,16215,11433,2,138,USA,R,24000000,2000,1000,6.4,2.35,401
The Oogieloves in the Big Balloon Adventure ,28,88,12,231,979,1064277,Adventure|Family|Fantasy|Musical,14015,1978,0,83,USA,G,20000000,2012,532,6.7,,831
By the Sea ,131,122,11000,188,11000,531009,Drama|Romance,7976,22319,0,61,USA,R,10000000,2015,11000,5.3,2.35,0
Steamboy ,105,103,78,101,488,410388,Action|Adventure|Animation|Family|Sci-Fi|Thriller,13727,991,1,79,Japan,PG-13,2127519898,2004,336,6.9,1.85,973
The Game of Their Lives ,21,101,25,407,18000,375474,Drama|History|Sport,2613,20354,0,46,USA,PG,20000000,2005,723,6.2,2.35,445
All Good Things ,140,101,46,902,33000,578382,Crime|Drama|Mystery|Romance|Thriller,41249,39515,2,67,USA,R,,2010,4000,6.3,1.85,0
Rapa Nui ,9,107,58,324,699,305070,Action|Adventure|Drama|History|Romance,3843,1592,1,25,USA,R,20000000,1994,533,6.4,2.35,399
CJ7 ,83,86,0,3,46,206678,Comedy|Family|Sci-Fi,11391,82,1,66,Hong Kong,PG,,2008,33,6.5,2.35,1000
Les couloirs du temps: Les visiteurs II ,8,118,8,11,106,146072,Comedy|Family|Fantasy|Sci-Fi,7147,182,0,16,France,,140000000,1998,56,6,2.35,136
Dylan Dog: Dead of Night ,138,107,14,311,403,1183354,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,13026,1577,1,75,USA,PG-13,20000000,2010,368,5.1,2.35,0
People I Know ,42,100,3,442,14000,121972,Crime|Drama|Mystery,9868,15612,3,81,USA,R,22000000,2002,506,5.5,1.85,217
The Doombolt Chase ,,30,,9,310,,Drama|Family,18,344,4,,UK,,,,11,7.2,,0
The Tempest ,92,110,278,181,3000,263365,Comedy|Drama|Fantasy|Romance,6147,3785,2,36,USA,PG-13,20000000,2010,602,5.4,2.35,0
Regression ,140,106,448,648,9000,54734,Crime|Drama|Mystery|Thriller,20821,10982,1,62,Spain,R,,2015,750,5.7,2.35,0
The Touch ,,7,23,51,344,,Romance|Short,118,726,0,,USA,,13000,2007,281,5.2,1.85,30
Three Kingdoms: Resurrection of the Dragon ,29,102,10,60,483,,Action|Drama|History|War,5154,1113,3,29,China,R,25000000,2008,472,6.2,2.35,314
Shattered ,29,98,5,716,18000,,Crime|Drama|Thriller,25450,20472,1,118,UK,R,20000000,2007,867,6.7,2.35,0
Zambezia ,39,83,0,700,12000,,Adventure|Animation|Comedy|Family,5203,15680,0,11,South Africa,G,20000000,2012,857,5.8,1.78,1000
Ramanujan ,2,153,0,7,109,,Biography|Drama|History,102,164,0,1,India,,,2014,36,7,2.35,58
Dwegons and Leprechauns ,2,98,2,53,729,,Animation,50,1092,4,3,USA,PG,20000000,2014,282,4.8,,70
Hands of Stone ,,105,23,897,22000,,Action|Biography|Drama|Sport,178,27425,0,1,Panama,R,20000000,2016,2000,7.2,,0
Survivor ,64,96,160,889,14000,,Action|Crime|Thriller,21833,17957,2,101,USA,PG-13,20000000,2015,1000,5.6,2.35,0
The Frozen Ground ,120,105,17,897,12000,,Crime|Drama|Mystery|Thriller,43879,16355,3,133,USA,R,27220000,2013,991,6.4,2.35,11000
The Painted Veil ,143,125,43,7,2000,8047690,Drama|Romance,77656,2608,0,220,China,PG-13,19400000,2006,594,7.5,2.35,0
The Baader Meinhof Complex ,160,184,34,155,486,476270,Action|Biography|Crime|Drama,29602,1601,2,110,Germany,R,20000000,2008,471,7.4,1.85,0
Dances with Wolves ,92,236,0,232,933,184208848,Adventure|Drama|Western,186485,2398,1,382,USA,PG-13,22000000,1990,839,8,2.35,0
Bad Teacher ,286,97,52,384,3000,100292856,Comedy,160418,5547,0,296,USA,R,20000000,2011,957,5.7,1.85,16000
Sea of Love ,43,113,17,551,14000,58571513,Crime|Drama|Mystery|Thriller,30213,15914,1,112,USA,R,19000000,1989,599,6.8,1.85,0
A Cinderella Story ,69,95,15,528,1000,51431160,Comedy|Family|Romance,62861,3092,2,232,USA,PG,20000000,2004,852,5.9,1.85,0
Scream ,242,103,0,157,611,103001286,Horror|Mystery,222018,1212,0,869,USA,R,15000000,1996,422,7.2,2.35,11000
Thir13en Ghosts ,149,91,17,670,1000,41867960,Horror,65512,3023,0,478,USA,R,20000000,2001,795,5.5,1.33,0
The Shining ,253,146,0,413,888,,Drama|Horror,610333,2560,0,1320,USA,R,19000000,1980,629,8.4,1.37,37000
Back to the Future ,198,116,0,459,1000,210609762,Adventure|Comedy|Sci-Fi,732212,3230,0,809,USA,PG,19000000,1985,690,8.5,1.18,39000
House on Haunted Hill ,147,93,37,545,885,40846082,Horror|Mystery|Thriller,45317,2872,0,536,USA,R,19000000,1999,828,5.6,1.37,0
I Can Do Bad All by Myself ,36,113,0,256,607,51697449,Comedy|Drama,8346,1465,6,59,USA,PG-13,13000000,2009,269,4.1,1.85,1000
Fight Valley ,6,90,97,319,731,,Action|Drama,60,2374,4,6,USA,,27000000,2016,634,5,,1000
The Switch ,181,101,8,110,544,27758465,Comedy|Drama|Romance,77987,1292,2,120,USA,PG-13,19000000,2010,449,6.1,2.35,0
Just Married ,97,95,189,306,500,56127162,Comedy|Romance,57479,2020,2,205,USA,PG-13,18000000,2003,308,5.4,1.85,0
The Devil's Double ,167,109,93,521,31000,1357042,Biography|Drama|Thriller,53977,35561,1,125,Belgium,R,15000000,2011,3000,7.1,2.35,14000
"Gone, Baby, Gone             ",,43,,211,341,,Comedy|Drama|Reality-TV|Romance,29,1462,1,,,TV-14,,,230,6.6,1.33,0
Thomas and the Magic Railroad ,47,85,2,402,1000,15911333,Adventure|Comedy|Drama|Family|Fantasy,2855,2429,1,119,UK,G,19000000,2000,539,3.6,1.85,663
The Crazies ,308,101,42,219,991,39103378,Horror|Thriller,93272,2609,0,251,USA,R,20000000,2010,894,6.5,2.35,0
Spirited Away ,246,125,6000,7,17,10049886,Adventure|Animation|Family|Fantasy,417971,44,0,902,Japan,PG,19000000,2001,10,8.6,1.85,28000
Firestorm ,23,118,0,30,483,,Action|Crime|Thriller,1904,635,1,12,China,,,2013,91,6.2,2.35,332
The Bounty ,29,132,79,1000,14000,8600000,Action|Adventure|Drama|History|Romance,17982,28094,2,95,UK,PG,25000000,1984,12000,7,2.35,1000
The Book Thief ,252,131,33,326,876,21483154,Drama|War,98741,1985,1,236,USA,PG-13,19000000,2013,526,7.6,2.35,53000
Sex Drive ,102,129,51,630,948,8396942,Adventure|Comedy|Romance,72715,4324,1,103,USA,R,19000000,2008,822,6.5,1.85,0
Leap Year ,134,100,14,356,3000,12561,Comedy|Romance,71276,4094,2,181,USA,PG,19000000,2010,547,6.4,2.35,13000
The Fall of the Roman Empire ,30,172,75,102,617,,Drama|History|War,6156,1131,0,91,USA,Approved,19000000,1964,134,6.7,2.2,560
Take Me Home Tonight ,136,97,31,562,2000,6923891,Comedy|Drama|Romance,43867,5519,4,83,USA,R,23000000,2011,2000,6.3,2.35,0
Won't Back Down ,102,121,33,505,1000,5308553,Drama,5147,3260,2,37,USA,PG,,2012,919,6.4,2.35,0
The Nutcracker ,10,92,22,0,2,2119994,Family|Fantasy|Music,1153,2,0,15,USA,G,19000000,1993,0,5.7,1.85,238
Kansas City ,31,116,500,530,12000,1292527,Crime|Drama|Music|Thriller,3536,14579,2,44,France,R,19000000,1996,1000,6.3,1.85,228
Indignation ,63,110,44,85,8000,560512,Drama,550,8972,0,3,USA,R,,2016,691,7.8,2,599
The Amityville Horror ,220,90,15,16000,87000,64255243,Drama|Horror|Mystery|Thriller,80903,120797,0,518,USA,R,19000000,2005,17000,6,2.35,0
Adaptation. ,241,81,0,836,12000,22245861,Comedy|Drama,143251,25489,0,710,USA,R,19000000,2002,11000,7.7,1.85,0
Land of the Dead ,252,97,0,233,654,20433940,Horror,78883,1876,8,662,Canada,R,15000000,2005,529,6.2,2.35,0
Out of Inferno ,23,107,15,27,82,,Action,625,151,2,4,China,PG-13,,2013,39,5.7,1.85,124
Fear and Loathing in Las Vegas ,156,118,0,551,40000,10562387,Adventure|Comedy|Drama,213226,43105,0,648,USA,R,18500000,1998,693,7.7,2.35,15000
The Invention of Lying ,192,100,0,985,3000,18439082,Comedy|Fantasy|Romance,94292,7252,3,287,USA,PG-13,18500000,2009,2000,6.4,1.85,13000
Neighbors ,351,97,89,329,920,150056505,Comedy,216581,2771,3,397,USA,R,18000000,2014,798,6.4,2.35,21000
The Mask ,57,114,55,360,789,119938730,Action|Comedy|Crime|Fantasy,265818,2085,0,213,USA,PG-13,18000000,1994,424,6.9,1.85,0
Big ,99,130,545,697,15000,114968774,Comedy|Drama|Family|Fantasy|Romance,153468,28018,1,204,USA,PG,18000000,1988,11000,7.3,1.85,0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,343,82,119,6,332,128505958,Comedy,297014,505,1,1198,USA,R,18000000,2006,165,7.3,1.85,0
Legally Blonde ,163,96,126,584,2000,95001351,Comedy|Romance,131801,4380,1,548,USA,PG-13,18000000,2001,788,6.2,2.35,0
